Stabilizing video number: 0 with name: Crowd/0.avi
Exaggerated transform parameters in frame 57, X: 47, Y: -1, S: 1, R: 3.1e-10
Exaggerated transform parameters in frame 121, X: 25, Y: 31, S: 1, R: -0.015
Exaggerated transform parameters in frame 122, X: 29, Y: 42, S: 1, R: -0.0042
Exaggerated transform parameters in frame 123, X: 23, Y: 31, S: 1, R: 0.016
Exaggerated transform parameters in frame 125, X: 13, Y: 18, S: 0.99, R: 0.071
Exaggerated transform parameters in frame 126, X: 17, Y: 14, S: 0.98, R: 0.069
Exaggerated transform parameters in frame 127, X: 24, Y: 9, S: 0.98, R: 0.064
Exaggerated transform parameters in frame 128, X: 33, Y: 0.017, S: 0.98, R: 0.057
Exaggerated transform parameters in frame 130, X: 52, Y: -14, S: 0.96, R: 0.037
Exaggerated transform parameters in frame 131, X: 52, Y: -22, S: 0.97, R: 0.025
Exaggerated transform parameters in frame 132, X: 52, Y: -29, S: 0.96, R: 0.011
Exaggerated transform parameters in frame 133, X: 49, Y: -37, S: 0.94, R: -0.003
Exaggerated transform parameters in frame 134, X: 42, Y: -41, S: 0.95, R: -0.012
Exaggerated transform parameters in frame 135, X: 36, Y: -42, S: 0.97, R: 0.0048
Exaggerated transform parameters in frame 136, X: 34, Y: -31, S: 0.98, R: 0.017
Exaggerated transform parameters in frame 139, X: -7.8, Y: -31, S: 1, R: 0.024
Exaggerated transform parameters in frame 140, X: -20, Y: -31, S: 1, R: 0.041
Exaggerated transform parameters in frame 141, X: -28, Y: -27, S: 1, R: 0.056
Exaggerated transform parameters in frame 142, X: -36, Y: -21, S: 1, R: 0.051
Exaggerated transform parameters in frame 143, X: -40, Y: -18, S: 1, R: 0.064
Exaggerated transform parameters in frame 144, X: -43, Y: -13, S: 1, R: 0.061
Exaggerated transform parameters in frame 145, X: -44, Y: -5.7, S: 0.99, R: 0.053
Exaggerated transform parameters in frame 151, X: -18, Y: 23, S: 0.99, R: -0.064
Exaggerated transform parameters in frame 152, X: -1.3, Y: 33, S: 0.97, R: -0.09
Exaggerated transform parameters in frame 153, X: 8.8, Y: 37, S: 0.97, R: -0.079
Exaggerated transform parameters in frame 154, X: 16, Y: 39, S: 0.97, R: -0.076
Exaggerated transform parameters in frame 155, X: 16, Y: 39, S: 0.98, R: -0.071
Exaggerated transform parameters in frame 156, X: 18, Y: 44, S: 0.97, R: -0.072
Erroneous transform parameters in frame 157, X: 18, Y: 51, S: 0.96, R: -0.079
Exaggerated transform parameters in frame 158, X: 14, Y: 45, S: 0.96, R: -0.056
Exaggerated transform parameters in frame 159, X: 5.6, Y: 43, S: 0.96, R: -0.054
Exaggerated transform parameters in frame 160, X: -9.4, Y: 33, S: 0.97, R: -0.036
Exaggerated transform parameters in frame 161, X: -13, Y: 37, S: 0.95, R: -0.031
Exaggerated transform parameters in frame 162, X: -15, Y: 39, S: 0.94, R: -0.039
Exaggerated transform parameters in frame 163, X: -15, Y: 36, S: 0.93, R: -0.05
Exaggerated transform parameters in frame 164, X: -9.8, Y: 31, S: 0.93, R: -0.054
Exaggerated transform parameters in frame 169, X: 25, Y: -47, S: 0.95, R: -0.013
Exaggerated transform parameters in frame 170, X: 32, Y: -49, S: 0.96, R: -0.0033
Exaggerated transform parameters in frame 171, X: 33, Y: -50, S: 0.98, R: 0.011
Exaggerated transform parameters in frame 172, X: 42, Y: -44, S: 0.98, R: 0.046
Exaggerated transform parameters in frame 173, X: 45, Y: -32, S: 0.98, R: 0.069
Exaggerated transform parameters in frame 174, X: 40, Y: -26, S: 0.98, R: 0.058
Exaggerated transform parameters in frame 175, X: 28, Y: -20, S: 0.98, R: 0.054
Exaggerated transform parameters in frame 176, X: 36, Y: -5.3, S: 0.93, R: 0.07
Exaggerated transform parameters in frame 177, X: 26, Y: 5.5, S: 0.92, R: 0.059
Exaggerated transform parameters in frame 178, X: 15, Y: 10, S: 0.92, R: 0.064
Exaggerated transform parameters in frame 179, X: 3.7, Y: 13, S: 0.91, R: 0.065
Exaggerated transform parameters in frame 180, X: -9.2, Y: 17, S: 0.92, R: 0.062
Exaggerated transform parameters in frame 181, X: -16, Y: 22, S: 0.91, R: 0.067
Exaggerated transform parameters in frame 182, X: -22, Y: 25, S: 0.91, R: 0.063
Exaggerated transform parameters in frame 183, X: -23, Y: 25, S: 0.9, R: 0.057
Exaggerated transform parameters in frame 190, X: 8.3, Y: -4.9, S: 0.99, R: -0.063
Exaggerated transform parameters in frame 200, X: -34, Y: 32, S: 0.99, R: 0.035
Exaggerated transform parameters in frame 201, X: -35, Y: 40, S: 0.99, R: 0.0088
Exaggerated transform parameters in frame 202, X: -25, Y: 42, S: 0.97, R: -0.029
Exaggerated transform parameters in frame 206, X: -2, Y: -32, S: 1, R: 1.6e-08
Exaggerated transform parameters in frame 207, X: 1.6, Y: -44, S: 1, R: 0.0089
Exaggerated transform parameters in frame 208, X: 3.5, Y: -38, S: 1, R: 0.0053
Exaggerated transform parameters in frame 209, X: 8.4, Y: -37, S: 1, R: 0.024
Exaggerated transform parameters in frame 210, X: 13, Y: -32, S: 0.99, R: 0.042
Exaggerated transform parameters in frame 211, X: 14, Y: -30, S: 0.99, R: 0.06
Exaggerated transform parameters in frame 212, X: 7.1, Y: -30, S: 0.99, R: 0.065
Exaggerated transform parameters in frame 213, X: -2.3, Y: -31, S: 1, R: 0.069
Exaggerated transform parameters in frame 214, X: -12, Y: -31, S: 0.99, R: 0.065
Exaggerated transform parameters in frame 215, X: -23, Y: -29, S: 0.99, R: 0.053
Exaggerated transform parameters in frame 217, X: -36, Y: -23, S: 0.98, R: 0.052
Exaggerated transform parameters in frame 218, X: -36, Y: -16, S: 0.96, R: 0.051
Exaggerated transform parameters in frame 219, X: -33, Y: -12, S: 0.94, R: 0.058
Exaggerated transform parameters in frame 220, X: -33, Y: -9.7, S: 0.93, R: 0.055
Exaggerated transform parameters in frame 228, X: -8.8, Y: 12, S: 0.92, R: -0.052
Exaggerated transform parameters in frame 232, X: 40, Y: 7.8, S: 0.89, R: 0.0096
Exaggerated transform parameters in frame 234, X: 35, Y: 4.4, S: 0.9, R: 0.053
Exaggerated transform parameters in frame 235, X: 28, Y: 2.1, S: 0.89, R: 0.078
Exaggerated transform parameters in frame 236, X: 23, Y: -3.2, S: 0.89, R: 0.082
Exaggerated transform parameters in frame 240, X: -3.4, Y: -35, S: 1, R: -0.0027
Erroneous transform parameters in frame 241, X: 14, Y: -56, S: 1, R: 0.036
Erroneous transform parameters in frame 242, X: 6.3, Y: -54, S: 1, R: 0.029
Exaggerated transform parameters in frame 243, X: -1.8, Y: -45, S: 1, R: 0.0022
Exaggerated transform parameters in frame 244, X: -3, Y: -46, S: 1, R: -9.3e-08
Exaggerated transform parameters in frame 245, X: -5.6, Y: -48, S: 1, R: 0.00013
Exaggerated transform parameters in frame 246, X: -6, Y: -43, S: 1, R: 0.00094
Exaggerated transform parameters in frame 247, X: 1.3, Y: -43, S: 0.99, R: 0.033
Exaggerated transform parameters in frame 248, X: 1.1, Y: -34, S: 1, R: 0.052
Erroneous transform parameters in frame 249, X: -42, Y: -65, S: 1.1, R: 0.066
Exaggerated transform parameters in frame 250, X: -7.8, Y: -24, S: 1, R: 0.051
Exaggerated transform parameters in frame 251, X: -13, Y: -19, S: 1, R: 0.06
Exaggerated transform parameters in frame 252, X: -15, Y: -13, S: 0.99, R: 0.056
Exaggerated transform parameters in frame 263, X: 8.9, Y: 14, S: 1, R: -0.059
Exaggerated transform parameters in frame 264, X: 23, Y: 23, S: 1, R: -0.061
Exaggerated transform parameters in frame 265, X: 27, Y: 29, S: 1, R: -0.062
Exaggerated transform parameters in frame 266, X: 26, Y: 39, S: 1, R: -0.064
Erroneous transform parameters in frame 267, X: 26, Y: 53, S: 1, R: -0.069
Erroneous transform parameters in frame 268, X: 28, Y: 54, S: 1, R: -0.068
Exaggerated transform parameters in frame 269, X: 23, Y: 48, S: 1, R: -0.055
Exaggerated transform parameters in frame 270, X: 21, Y: 46, S: 1, R: -0.045
Exaggerated transform parameters in frame 271, X: 13, Y: 36, S: 0.99, R: -0.019
Exaggerated transform parameters in frame 272, X: 4.1, Y: 33, S: 1, R: 0.004
Exaggerated transform parameters in frame 273, X: -1.2, Y: 37, S: 0.99, R: 0.016
Exaggerated transform parameters in frame 274, X: -0.97, Y: 38, S: 0.98, R: 0.016
Exaggerated transform parameters in frame 275, X: 0.1, Y: 41, S: 0.98, R: -0.0065
Exaggerated transform parameters in frame 276, X: 4, Y: 34, S: 0.97, R: -0.022
Exaggerated transform parameters in frame 283, X: 17, Y: -36, S: 1, R: -0.05
Exaggerated transform parameters in frame 284, X: 24, Y: -35, S: 1, R: -0.025
Exaggerated transform parameters in frame 293, X: -27, Y: 2.7, S: 0.96, R: 0.054
Exaggerated transform parameters in frame 294, X: -22, Y: 1.6, S: 0.95, R: 0.055
Exaggerated transform parameters in frame 295, X: -17, Y: -3.1, S: 0.94, R: 0.05
Exaggerated transform parameters in frame 296, X: -11, Y: -15, S: 0.94, R: 0.055
Exaggerated transform parameters in frame 297, X: -9, Y: -25, S: 0.94, R: 0.05
Exaggerated transform parameters in frame 300, X: 1.5, Y: -14, S: 0.98, R: -0.061
Exaggerated transform parameters in frame 301, X: 13, Y: -19, S: 0.98, R: -0.072
Exaggerated transform parameters in frame 302, X: 17, Y: -49, S: 1, R: -0.024
Exaggerated transform parameters in frame 303, X: 24, Y: -43, S: 1, R: -0.0074
Exaggerated transform parameters in frame 304, X: 34, Y: -30, S: 1, R: 0.00087
Exaggerated transform parameters in frame 312, X: 22, Y: 4.9, S: 0.98, R: 0.052
Exaggerated transform parameters in frame 313, X: 27, Y: -0.9, S: 0.98, R: 0.071
Exaggerated transform parameters in frame 314, X: 30, Y: -10, S: 0.97, R: 0.066
Exaggerated transform parameters in frame 318, X: 13, Y: -32, S: 0.98, R: 0.008
Exaggerated transform parameters in frame 319, X: 12, Y: -43, S: 0.98, R: 0.0083
Exaggerated transform parameters in frame 320, X: 9.3, Y: -42, S: 0.98, R: -0.0022
Exaggerated transform parameters in frame 321, X: 3, Y: -46, S: 1, R: -0.0023
Exaggerated transform parameters in frame 322, X: 5.1, Y: -36, S: 1, R: 0.00099
Exaggerated transform parameters in frame 323, X: 4.8, Y: -33, S: 1, R: 0.01
Exaggerated transform parameters in frame 324, X: 0.3, Y: -32, S: 1, R: 0.015
Exaggerated transform parameters in frame 331, X: -8.7, Y: -6.8, S: 0.96, R: 0.056
Exaggerated transform parameters in frame 332, X: -3.4, Y: -5.1, S: 0.96, R: 0.063
Exaggerated transform parameters in frame 333, X: -4.1, Y: -4.5, S: 0.96, R: 0.057
Exaggerated transform parameters in frame 334, X: -1.5, Y: -9.3, S: 0.95, R: 0.055
Exaggerated transform parameters in frame 339, X: 10, Y: 0.62, S: 0.99, R: -0.089
Exaggerated transform parameters in frame 340, X: 18, Y: -5.9, S: 0.99, R: -0.067
Exaggerated transform parameters in frame 342, X: 40, Y: -30, S: 1, R: -0.0037
Exaggerated transform parameters in frame 343, X: 54, Y: -32, S: 1, R: 0.022
Exaggerated transform parameters in frame 344, X: 54, Y: -23, S: 0.99, R: 0.03
Exaggerated transform parameters in frame 345, X: 49, Y: -11, S: 0.99, R: 0.022
Exaggerated transform parameters in frame 351, X: 50, Y: 1.5, S: 0.99, R: 0.048
Exaggerated transform parameters in frame 352, X: 52, Y: -1.6, S: 0.99, R: 0.069
Exaggerated transform parameters in frame 353, X: 54, Y: -1.2, S: 0.98, R: 0.064
Exaggerated transform parameters in frame 354, X: 52, Y: -4, S: 0.96, R: 0.058
Exaggerated transform parameters in frame 355, X: 44, Y: -13, S: 0.96, R: 0.057
Exaggerated transform parameters in frame 358, X: 3.6, Y: -2.7, S: 0.99, R: -0.081
Exaggerated transform parameters in frame 359, X: -4.7, Y: 2.1, S: 0.99, R: -0.068
Exaggerated transform parameters in frame 360, X: -22, Y: 12, S: 1, R: -0.063
Exaggerated transform parameters in frame 363, X: -54, Y: 15, S: 0.99, R: 0.015
Exaggerated transform parameters in frame 364, X: -58, Y: 14, S: 0.98, R: 0.026
Exaggerated transform parameters in frame 365, X: -55, Y: 16, S: 0.97, R: 0.03
Exaggerated transform parameters in frame 366, X: -53, Y: 17, S: 0.96, R: 0.03
Exaggerated transform parameters in frame 367, X: -53, Y: 14, S: 0.96, R: 0.032
Exaggerated transform parameters in frame 368, X: -47, Y: 8.9, S: 0.96, R: 0.037
Exaggerated transform parameters in frame 369, X: -47, Y: 4.7, S: 0.97, R: 0.034
Exaggerated transform parameters in frame 376, X: 7.1, Y: -7.5, S: 1, R: -0.052
Exaggerated transform parameters in frame 377, X: 22, Y: -3.5, S: 0.99, R: -0.069
Exaggerated transform parameters in frame 383, X: 36, Y: 32, S: 0.98, R: -0.029
Exaggerated transform parameters in frame 388, X: 11, Y: 32, S: 1, R: 0.022
Exaggerated transform parameters in frame 389, X: 15, Y: 37, S: 1, R: 0.0099
Exaggerated transform parameters in frame 390, X: 21, Y: 37, S: 0.99, R: -0.0019
Exaggerated transform parameters in frame 401, X: 10, Y: -25, S: 0.95, R: 0.061
Exaggerated transform parameters in frame 402, X: -2.5, Y: -29, S: 0.95, R: 0.064
Exaggerated transform parameters in frame 419, X: 10, Y: -31, S: 1, R: -0.0099
Exaggerated transform parameters in frame 438, X: 15, Y: -31, S: 1, R: 8.5e-09
Exaggerated transform parameters in frame 472, X: -11, Y: 35, S: 1, R: -0.0075
Exaggerated transform parameters in frame 473, X: -15, Y: 36, S: 0.99, R: -0.014
Exaggerated transform parameters in frame 474, X: -17, Y: 34, S: 0.99, R: -0.019
Exaggerated transform parameters in frame 475, X: -17, Y: 31, S: 0.98, R: -0.021
Exaggerated transform parameters in frame 483, X: 27, Y: -14, S: 0.94, R: 0.054
Exaggerated transform parameters in frame 489, X: 19, Y: -31, S: 0.93, R: 0.041
Exaggerated transform parameters in frame 490, X: 17, Y: -37, S: 0.93, R: 0.049
Exaggerated transform parameters in frame 491, X: 17, Y: -38, S: 0.93, R: 0.06
Exaggerated transform parameters in frame 492, X: 13, Y: -32, S: 0.93, R: 0.051
Exaggerated transform parameters in frame 493, X: 7.3, Y: -30, S: 0.94, R: 0.05
Exaggerated transform parameters in frame 494, X: 8, Y: -26, S: 0.94, R: 0.052
Exaggerated transform parameters in frame 495, X: 6.9, Y: -26, S: 0.94, R: 0.058
Exaggerated transform parameters in frame 496, X: 4.8, Y: -21, S: 0.94, R: 0.051
Erroneous transform parameters in frame 498, X: -95, Y: -29, S: 1.1, R: 0.0028
Exaggerated transform parameters in frame 517, X: 7, Y: -30, S: 1, R: -5.8e-08
Exaggerated transform parameters in frame 518, X: 8, Y: -34, S: 1, R: 3.9e-06
Exaggerated transform parameters in frame 519, X: 5.5, Y: -33, S: 1, R: -0.0013
Measurement of stabilizing video number: 7 with name: Running/7.avi
Cropping ratio: 0.9
Distortion value: 0.91
Stability score: 0.86
X translation stability score: 0.94
Y translation stability score: 0.95
Rotation stability score: 0.86
Stabilizing video number: 8 with name: Running/8.avi
Exaggerated transform parameters in frame 42, X: 46, Y: -14, S: 1, R: 1.4e-07
Exaggerated transform parameters in frame 43, X: 48, Y: -13, S: 1, R: 6.1e-08
Exaggerated transform parameters in frame 44, X: 48, Y: -12, S: 1, R: -6.9e-08
Exaggerated transform parameters in frame 45, X: 48, Y: -11, S: 1, R: 8.9e-07
Exaggerated transform parameters in frame 46, X: 49, Y: -10, S: 1, R: -1e-06
Exaggerated transform parameters in frame 47, X: 49, Y: -9, S: 1, R: 3.7e-07
Exaggerated transform parameters in frame 48, X: 49, Y: -8, S: 1, R: -5.8e-08
Exaggerated transform parameters in frame 49, X: 48, Y: -6.3, S: 1, R: -0.0021
Exaggerated transform parameters in frame 50, X: 48, Y: -6.3, S: 1, R: 0.001
Exaggerated transform parameters in frame 51, X: 49, Y: -9.8, S: 1, R: 0.0041
Exaggerated transform parameters in frame 52, X: 52, Y: -5.3, S: 1, R: 0.0037
Exaggerated transform parameters in frame 53, X: 50, Y: -3, S: 1, R: 1.4e-09
Exaggerated transform parameters in frame 54, X: 49, Y: -3, S: 1, R: -1.6e-09
Exaggerated transform parameters in frame 55, X: 48, Y: -3.9, S: 1, R: 0.0002
Exaggerated transform parameters in frame 56, X: 46, Y: -3.7, S: 1, R: -0.0002
Exaggerated transform parameters in frame 67, X: 47, Y: -18, S: 0.99, R: -0.011
Exaggerated transform parameters in frame 68, X: 47, Y: -19, S: 0.98, R: -0.018
Erroneous transform parameters in frame 70, X: -56, Y: -82, S: 1.3, R: -0.083
Exaggerated transform parameters in frame 71, X: 49, Y: -12, S: 0.98, R: -0.023
Exaggerated transform parameters in frame 72, X: 48, Y: -7.6, S: 0.98, R: -0.01
Exaggerated transform parameters in frame 77, X: 47, Y: 12, S: 0.97, R: -0.022
Exaggerated transform parameters in frame 78, X: 46, Y: 12, S: 0.98, R: -0.015
Erroneous transform parameters in frame 86, X: 39, Y: -53, S: 1, R: 0.069
Exaggerated transform parameters in frame 88, X: 28, Y: -31, S: 1, R: -0.0089
Exaggerated transform parameters in frame 89, X: 35, Y: -39, S: 1, R: -0.013
Exaggerated transform parameters in frame 90, X: 40, Y: -36, S: 1, R: -0.017
Exaggerated transform parameters in frame 91, X: 47, Y: -37, S: 1, R: -0.0059
Exaggerated transform parameters in frame 92, X: 50, Y: -43, S: 1, R: 0.019
Exaggerated transform parameters in frame 93, X: 49, Y: -43, S: 0.99, R: 0.045
Exaggerated transform parameters in frame 94, X: 39, Y: -42, S: 0.99, R: 0.068
Exaggerated transform parameters in frame 95, X: 34, Y: -40, S: 0.99, R: 0.073
Exaggerated transform parameters in frame 96, X: 35, Y: -37, S: 0.99, R: 0.076
Exaggerated transform parameters in frame 97, X: 35, Y: -35, S: 0.99, R: 0.071
Exaggerated transform parameters in frame 98, X: 36, Y: -29, S: 0.99, R: 0.061
Exaggerated transform parameters in frame 99, X: 40, Y: -27, S: 0.98, R: 0.057
Exaggerated transform parameters in frame 103, X: 49, Y: -3.9, S: 0.98, R: 0.049
Exaggerated transform parameters in frame 104, X: 51, Y: 2.4, S: 0.97, R: 0.051
Exaggerated transform parameters in frame 105, X: 47, Y: 7.1, S: 0.96, R: 0.039
Exaggerated transform parameters in frame 107, X: 46, Y: 10, S: 0.97, R: -0.0021
Exaggerated transform parameters in frame 108, X: 53, Y: 17, S: 0.97, R: -0.022
Exaggerated transform parameters in frame 109, X: 49, Y: 20, S: 0.97, R: -0.034
Exaggerated transform parameters in frame 111, X: 30, Y: 22, S: 0.98, R: -0.07
Exaggerated transform parameters in frame 112, X: 18, Y: 20, S: 1, R: -0.05
Invalid estimated transform error in frame 113
Exaggerated transform parameters in frame 115, X: 42, Y: 32, S: 0.99, R: -0.0082
Exaggerated transform parameters in frame 116, X: 44, Y: 38, S: 0.98, R: -0.026
Exaggerated transform parameters in frame 117, X: 47, Y: 38, S: 0.97, R: -0.048
Exaggerated transform parameters in frame 118, X: 53, Y: 33, S: 0.97, R: -0.056
Exaggerated transform parameters in frame 119, X: 53, Y: 30, S: 0.96, R: -0.049
Exaggerated transform parameters in frame 120, X: 45, Y: 30, S: 0.98, R: -0.045
Exaggerated transform parameters in frame 121, X: 44, Y: 32, S: 0.99, R: -0.038
Exaggerated transform parameters in frame 122, X: 46, Y: 37, S: 0.98, R: -0.038
Exaggerated transform parameters in frame 123, X: 48, Y: 33, S: 0.97, R: -0.027
Exaggerated transform parameters in frame 124, X: 49, Y: 33, S: 0.97, R: -0.019
Exaggerated transform parameters in frame 125, X: 47, Y: 29, S: 0.96, R: -0.0092
Exaggerated transform parameters in frame 130, X: 47, Y: 9.3, S: 0.95, R: 0.0016
Exaggerated transform parameters in frame 132, X: 49, Y: -6.1, S: 0.97, R: 0.021
Exaggerated transform parameters in frame 134, X: 36, Y: -9.2, S: 0.98, R: 0.058
Exaggerated transform parameters in frame 135, X: 32, Y: -4, S: 0.98, R: 0.056
Exaggerated transform parameters in frame 142, X: 43, Y: 18, S: 0.95, R: 0.052
Exaggerated transform parameters in frame 146, X: 47, Y: 8.7, S: 0.96, R: -0.016
Exaggerated transform parameters in frame 147, X: 46, Y: 8.6, S: 0.96, R: -0.036
Exaggerated transform parameters in frame 154, X: 51, Y: 34, S: 0.97, R: -0.024
Exaggerated transform parameters in frame 155, X: 48, Y: 31, S: 0.97, R: -0.022
Exaggerated transform parameters in frame 156, X: 48, Y: 32, S: 0.97, R: -0.02
Exaggerated transform parameters in frame 157, X: 45, Y: 34, S: 0.97, R: -0.015
Exaggerated transform parameters in frame 158, X: 41, Y: 37, S: 0.96, R: -0.02
Exaggerated transform parameters in frame 159, X: 36, Y: 38, S: 0.96, R: -0.03
Exaggerated transform parameters in frame 160, X: 38, Y: 36, S: 0.95, R: -0.039
Exaggerated transform parameters in frame 163, X: 45, Y: 9.5, S: 0.96, R: -0.026
Exaggerated transform parameters in frame 165, X: 35, Y: 3.1, S: 0.97, R: -0.059
Exaggerated transform parameters in frame 166, X: 37, Y: 2.9, S: 0.96, R: -0.056
Exaggerated transform parameters in frame 171, X: -49, Y: -16, S: 1.1, R: -0.13
Exaggerated transform parameters in frame 172, X: -48, Y: -13, S: 1, R: -0.037
Exaggerated transform parameters in frame 173, X: -0.48, Y: -0.33, S: 0.85, R: -0.015
Exaggerated transform parameters in frame 174, X: 2.2, Y: -0.65, S: 0.9, R: -0.0032
Exaggerated transform parameters in frame 182, X: -0.13, Y: -2.2, S: 0.94, R: -0.056
Exaggerated transform parameters in frame 183, X: 6, Y: -4.3, S: 0.94, R: -0.068
Exaggerated transform parameters in frame 184, X: 9.5, Y: -8.9, S: 0.96, R: -0.071
Exaggerated transform parameters in frame 185, X: 14, Y: -12, S: 0.95, R: -0.077
Exaggerated transform parameters in frame 186, X: 17, Y: -21, S: 0.98, R: -0.08
Exaggerated transform parameters in frame 187, X: 32, Y: -33, S: 1, R: -0.0056
Exaggerated transform parameters in frame 189, X: 47, Y: -15, S: 0.99, R: 0.048
Exaggerated transform parameters in frame 193, X: 52, Y: 24, S: 0.97, R: 0.015
Exaggerated transform parameters in frame 194, X: 54, Y: 27, S: 0.96, R: 0.023
Exaggerated transform parameters in frame 195, X: 47, Y: 26, S: 0.96, R: 0.041
Exaggerated transform parameters in frame 196, X: 40, Y: 24, S: 0.96, R: 0.055
Exaggerated transform parameters in frame 197, X: 30, Y: 21, S: 0.97, R: 0.054
Exaggerated transform parameters in frame 203, X: 54, Y: 11, S: 0.97, R: -0.032
Exaggerated transform parameters in frame 204, X: 68, Y: 9, S: 0.96, R: -0.04
Exaggerated transform parameters in frame 205, X: 66, Y: 4.9, S: 0.96, R: -0.046
Exaggerated transform parameters in frame 206, X: 67, Y: -2.6, S: 0.96, R: -0.028
Exaggerated transform parameters in frame 207, X: 66, Y: -8.8, S: 0.99, R: -0.015
Exaggerated transform parameters in frame 208, X: 64, Y: -4.6, S: 1, R: 0.00015
Erroneous transform parameters in frame 209, X: 80, Y: 12, S: 0.96, R: 0.014
Exaggerated transform parameters in frame 210, X: 67, Y: 13, S: 1, R: 0.0062
Exaggerated transform parameters in frame 211, X: 62, Y: 33, S: 1, R: 0.0078
Erroneous transform parameters in frame 212, X: 67, Y: 55, S: 1, R: 0.0023
Exaggerated transform parameters in frame 213, X: 62, Y: 47, S: 1, R: 0.0016
Erroneous transform parameters in frame 214, X: 71, Y: 50, S: 0.97, R: -0.014
Erroneous transform parameters in frame 215, X: 71, Y: 49, S: 0.98, R: -0.017
Exaggerated transform parameters in frame 216, X: 65, Y: 42, S: 1, R: -0.0035
Erroneous transform parameters in frame 217, X: 85, Y: 48, S: 0.97, R: -0.019
Exaggerated transform parameters in frame 218, X: 68, Y: 38, S: 1, R: -0.017
Erroneous transform parameters in frame 219, X: 1e+02, Y: 39, S: 0.96, R: -0.021
Exaggerated transform parameters in frame 220, X: 70, Y: 27, S: 1, R: -0.025
Erroneous transform parameters in frame 221, X: 96, Y: 31, S: 0.94, R: -0.025
Erroneous transform parameters in frame 222, X: 84, Y: 35, S: 0.96, R: -0.019
Erroneous transform parameters in frame 223, X: 73, Y: 25, S: 0.98, R: -0.0097
Erroneous transform parameters in frame 224, X: 70, Y: 27, S: 0.97, R: -0.013
Exaggerated transform parameters in frame 225, X: 52, Y: 19, S: 1, R: -0.0038
Exaggerated transform parameters in frame 226, X: 57, Y: 21, S: 1, R: 0.0076
Exaggerated transform parameters in frame 227, X: 55, Y: 24, S: 1, R: 0.012
Exaggerated transform parameters in frame 228, X: 61, Y: 33, S: 1, R: 9.8e-08
Exaggerated transform parameters in frame 229, X: 61, Y: 34, S: 0.99, R: -0.0027
Exaggerated transform parameters in frame 230, X: 59, Y: 28, S: 1, R: 0.00058
Exaggerated transform parameters in frame 231, X: 57, Y: 28, S: 1, R: 2.6e-06
Exaggerated transform parameters in frame 232, X: 55, Y: 25, S: 1, R: 0.0049
Exaggerated transform parameters in frame 233, X: 55, Y: 24, S: 1, R: 0.0078
Exaggerated transform parameters in frame 234, X: 48, Y: 26, S: 1, R: 0.0011
Exaggerated transform parameters in frame 235, X: 46, Y: 26, S: 1, R: 1.9e-06
Exaggerated transform parameters in frame 236, X: 50, Y: 27, S: 0.98, R: 0.0021
Exaggerated transform parameters in frame 242, X: 50, Y: 0.0098, S: 0.98, R: 0.024
Exaggerated transform parameters in frame 243, X: 49, Y: 0.9, S: 0.96, R: 0.03
Exaggerated transform parameters in frame 247, X: 13, Y: 30, S: 0.96, R: -0.015
Exaggerated transform parameters in frame 248, X: -3.9, Y: 35, S: 1, R: -0.04
Exaggerated transform parameters in frame 249, X: 1.6, Y: 35, S: 0.98, R: -0.047
Exaggerated transform parameters in frame 250, X: 9.8, Y: 34, S: 0.96, R: -0.044
Exaggerated transform parameters in frame 251, X: 27, Y: 31, S: 0.94, R: -0.013
Exaggerated transform parameters in frame 252, X: 30, Y: 35, S: 0.93, R: -0.018
Exaggerated transform parameters in frame 253, X: 11, Y: 33, S: 0.98, R: -0.04
Exaggerated transform parameters in frame 254, X: 12, Y: 32, S: 0.97, R: -0.048
Exaggerated transform parameters in frame 257, X: 38, Y: 31, S: 0.89, R: -0.061
Exaggerated transform parameters in frame 258, X: 44, Y: 28, S: 0.89, R: -0.064
Exaggerated transform parameters in frame 261, X: 47, Y: -3.1, S: 0.97, R: -0.0071
Exaggerated transform parameters in frame 262, X: 52, Y: 6, S: 0.96, R: 0.0033
Exaggerated transform parameters in frame 264, X: 32, Y: 36, S: 0.97, R: -0.016
Exaggerated transform parameters in frame 265, X: 28, Y: 38, S: 0.96, R: -0.01
Exaggerated transform parameters in frame 266, X: 24, Y: 35, S: 0.94, R: -0.0037
Exaggerated transform parameters in frame 268, X: 29, Y: 31, S: 0.92, R: 0.03
Exaggerated transform parameters in frame 279, X: -35, Y: -42, S: 0.99, R: -0.007
Exaggerated transform parameters in frame 284, X: -46, Y: -0.11, S: 0.99, R: -0.014
Exaggerated transform parameters in frame 295, X: 8.5, Y: -41, S: 0.95, R: 0.0053
Exaggerated transform parameters in frame 296, X: 18, Y: -32, S: 0.94, R: -0.019
Exaggerated transform parameters in frame 297, X: 24, Y: -38, S: 0.93, R: -0.027
Erroneous transform parameters in frame 298, X: 14, Y: -58, S: 0.99, R: -0.0042
Exaggerated transform parameters in frame 299, X: 21, Y: -32, S: 0.95, R: -0.023
Exaggerated transform parameters in frame 300, X: 10, Y: -20, S: 0.97, R: -0.05
Exaggerated transform parameters in frame 301, X: 12, Y: -11, S: 0.99, R: -0.053
Exaggerated transform parameters in frame 302, X: 23, Y: 5.2, S: 0.97, R: -0.05
Exaggerated transform parameters in frame 306, X: 51, Y: -5, S: 0.91, R: 0.047
Exaggerated transform parameters in frame 307, X: 47, Y: -7.8, S: 0.9, R: 0.057
